source target weight_t0 weight_t1 weight_t2 weight_t3 weight_t4 weight_t5 weight_t6
257 4 1 0 0 0 0 0 0
257 42 1 0 0 0 0 0 0
257 82 0 0 0 0 0 0 1
257 193 1 0 0 0 0 0 0
257 194 0 0 0 1 1 1 1
257 213 1 1 1 1 0 0 0
257 229 1 0 0 0 0 0 0
257 230 1 0 0 0 0 0 0
257 234 1 0 0 0 0 0 0
257 244 1 0 0 0 0 0 0
257 250 1 0 0 0 0 0 0
257 263 1 1 1 1 1 0 0
257 274 1 0 0 0 0 0 0
257 313 0 0 0 1 1 1 1
257 317 1 0 0 0 0 0 0
257 321 0 0 0 0 0 1 1
257 323 1 0 0 0 0 0 0
257 362 0 0 0 0 0 0 1
257 371 1 0 0 0 0 0 0
257 466 1 0 0 0 0 0 0
258 39 1 0 0 0 0 0 0
258 69 1 0 0 0 0 0 0
258 84 1 0 0 0 0 0 0
258 159 1 0 0 0 0 0 0
258 175 0 1 1 1 1 1 1
258 212 1 1 1 1 1 1 1
258 298 1 1 0 0 0 0 0
258 318 1 0 0 0 0 0 0
258 319 1 1 0 0 0 0 0
258 327 1 0 0 0 0 0 0
258 329 1 0 0 0 0 0 0
258 407 1 0 0 0 0 0 0
258 430 1 0 0 0 0 0 0
258 446 1 0 0 0 0 0 0
258 466 1 0 0 0 0 0 0
259 12 1 0 0 0 0 0 0
259 18 1 0 0 0 0 0 0
259 57 1 0 0 0 0 0 0
259 70 1 0 0 0 0 0 0
259 79 1 0 0 0 0 0 0
259 154 1 0 0 0 0 0 0
259 161 1 0 0 0 0 0 0
259 177 1 0 0 0 0 0 0
259 191 1 0 0 0 0 0 0
259 192 0 0 0 1 0 0 0
259 216 1 0 0 0 0 0 0
259 263 0 1 0 0 0 0 0
259 268 0 0 0 0 1 0 0
259 342 1 0 0 0 0 0 0
259 400 1 0 0 0 0 0 0
259 468 1 0 0 0 0 0 0
260 9 1 0 0 0 0 0 0
260 18 1 0 0 0 0 0 0
260 72 0 0 0 0 0 1 1
260 154 1 0 0 0 0 0 0
260 173 1 0 0 0 0 0 0
260 203 1 1 0 0 0 0 0
260 251 0 0 0 1 1 1 1
260 292 1 0 0 0 0 0 0
260 295 1 0 0 0 0 0 0
260 310 1 0 0 0 0 0 0
260 331 1 0 0 0 0 0 0
260 335 0 0 0 0 0 1 1
260 338 1 0 0 0 0 0 0
260 389 1 0 0 0 0 0 0
260 438 1 0 0 0 0 0 0
260 480 1 0 0 0 0 0 0
261 15 0 0 0 0 0 0 1
261 89 1 0 0 0 0 0 0
261 113 1 0 0 0 0 0 0
261 166 1 0 0 0 0 0 0
261 174 1 0 0 0 0 0 0
261 185 1 0 0 0 0 0 0
261 192 1 0 0 0 0 0 0
261 224 1 1 1 1 0 0 0
261 273 1 1 0 0 0 0 0
261 288 1 0 0 0 0 0 0
261 308 1 1 1 1 1 1 0
261 318 1 1 1 0 0 0 0
261 325 1 1 1 0 0 0 0
261 391 1 0 0 0 0 0 0
261 399 0 0 0 0 0 0 1
261 421 1 0 0 0 0 0 0
261 472 1 0 0 0 0 0 0
262 4 1 0 0 0 0 0 0
262 7 1 0 0 0 0 0 0
262 8 0 0 0 0 1 1 1
262 57 1 0 0 0 0 0 0
262 80 1 0 0 0 0 0 0
262 99 1 0 0 0 0 0 0
262 190 0 1 0 0 0 0 0
262 222 1 0 0 0 0 0 0
262 247 1 0 0 0 0 0 0
262 268 1 0 0 0 0 0 0
262 275 0 0 0 1 1 1 1
262 285 1 1 1 1 1 0 0
262 307 1 0 0 0 0 0 0
262 309 1 0 0 0 0 0 0
262 372 1 0 0 0 0 0 0
262 379 1 0 0 0 0 0 0
262 401 1 0 0 0 0 0 0
262 422 0 0 0 1 1 1 1
262 478 1 0 0 0 0 0 0
262 496 1 0 0 0 0 0 0
263 96 1 0 0 0 0 0 0
263 165 1 0 0 0 1 1 1
263 176 1 0 0 0 0 0 0
263 186 0 0 1 1 1 1 1
263 200 1 1 1 1 1 1 1
263 209 0 0 0 1 0 0 0
263 212 1 0 0 0 0 0 0
263 222 0 1 1 1 1 0 0
263 234 1 0 0 0 0 0 0
263 246 0 0 1 0 0 0 0
263 266 1 0 0 0 0 0 0
263 268 1 1 0 0 0 0 0
263 271 1 0 0 0 0 0 0
263 273 0 0 0 0 1 0 0
263 279 1 0 0 0 0 0 0
263 289 1 0 0 0 0 0 0
263 297 1 0 0 0 0 0 0
263 299 1 0 0 0 0 0 0
263 358 1 0 0 0 0 0 0
263 397 1 0 0 0 0 0 0
263 486 1 0 0 0 0 0 0
263 494 1 0 0 0 0 0 0
264 68 1 0 0 0 0 0 0
264 136 1 0 0 0 0 0 0
264 155 1 0 0 0 0 0 0
264 177 0 0 1 1 1 1 1
264 200 1 0 0 0 0 0 0
264 208 1 0 0 0 0 0 0
264 227 1 0 0 0 0 0 0
264 233 1 1 1 0 0 0 0
264 237 0 0 1 1 1 1 0
264 253 1 0 0 0 0 0 0
264 272 1 0 0 0 0 0 0
264 322 0 1 1 1 1 1 1
264 329 1 0 0 0 0 0 0
264 360 1 0 0 0 0 0 0
264 370 1 0 0 0 0 0 0
264 378 1 0 0 0 0 0 0
264 384 1 0 0 0 0 0 0
264 442 1 0 0 0 0 0 0
264 452 1 0 0 0 0 0 0
265 1 0 0 0 0 0 1 1
265 29 0 0 0 0 1 1 1
265 166 0 1 1 1 1 1 1
265 173 1 0 0 0 0 0 0
265 192 1 0 0 0 0 0 0
265 224 0 1 1 0 0 0 0
265 228 1 0 0 0 0 0 0
265 230 1 0 0 0 0 0 0
265 252 1 0 0 0 0 0 0
265 253 1 0 0 0 0 0 0
265 314 1 0 0 0 0 0 0
265 319 1 0 0 0 0 0 0
265 373 0 0 0 0 1 1 1
265 438 1 0 0 0 0 0 0
265 468 1 0 0 0 0 0 0
265 494 1 0 0 0 0 0 0
266 16 0 0 0 0 1 1 0
266 131 0 0 0 0 1 1 1
266 150 0 0 0 0 0 1 1
266 180 1 1 1 1 0 0 0
266 184 1 0 0 0 0 0 0
266 201 0 0 1 0 0 0 0
266 218 1 1 1 1 1 1 0
266 232 1 1 1 1 0 0 0
266 260 1 0 0 0 0 0 0
266 310 0 0 1 1 0 0 0
266 417 1 0 0 0 0 0 0
266 435 1 0 0 0 0 0 0
266 468 1 0 0 0 0 0 0
266 483 1 0 0 0 0 0 0
267 41 1 0 0 0 0 0 0
267 47 1 0 0 0 0 0 0
267 66 1 0 0 0 0 0 0
267 125 1 0 0 0 0 0 0
267 212 1 0 0 0 0 0 0
267 231 1 0 0 0 0 0 0
267 258 1 0 0 0 0 0 0
267 281 1 0 0 0 0 0 0
267 284 1 0 0 0 0 0 0
267 291 1 0 0 0 0 0 0
267 320 1 0 0 0 0 0 0
267 348 1 0 0 0 0 0 0
267 392 1 0 0 0 0 0 0
267 412 1 0 0 0 0 0 0
268 38 1 0 0 0 0 0 0
268 44 1 0 0 0 0 0 0
268 52 1 0 0 0 0 0 0
268 159 1 0 0 0 0 0 0
268 224 1 1 1 1 1 0 0
268 225 1 0 0 0 0 0 0
268 239 1 1 1 0 0 0 0
268 259 1 1 1 1 1 0 0
268 322 1 1 0 0 0 0 0
268 362 1 0 0 0 0 0 0
268 413 1 0 0 0 0 0 0
268 425 1 0 0 0 0 0 0
268 445 0 0 0 0 0 1 1
269 6 1 0 0 0 0 0 0
269 8 1 0 0 0 0 0 0
269 70 1 0 0 0 0 0 0
269 79 1 0 0 0 0 0 0
269 130 0 0 0 0 0 1 1
269 198 1 0 0 0 0 0 0
269 221 1 0 0 0 0 0 0
269 271 1 1 1 1 1 1 1
269 279 0 0 0 0 1 1 1
269 299 0 0 1 1 1 1 1
269 308 1 0 0 0 0 0 0
269 339 1 0 0 0 0 0 0
269 340 1 0 0 0 0 0 0
269 371 1 0 0 0 0 0 0
269 385 1 0 0 0 0 0 0
269 401 0 0 0 0 0 1 1
269 415 1 0 0 0 0 0 0
269 419 1 0 0 0 0 0 0
269 428 1 0 0 0 0 0 0
270 24 1 0 0 0 0 0 0
270 27 1 0 0 0 0 0 0
270 46 0 0 0 0 0 0 1
270 50 1 0 0 0 0 0 0
270 87 1 0 0 0 0 0 0
270 107 1 0 0 0 0 0 0
270 168 0 0 0 1 1 1 1
270 169 0 0 0 0 1 1 1
270 208 1 1 1 0 0 0 0
270 215 1 1 1 1 1 0 0
270 216 1 0 0 0 0 0 0
270 255 1 0 0 0 0 0 0
270 259 1 0 0 0 0 0 0
270 281 1 1 1 0 0 0 0
270 285 1 1 1 1 0 0 0
270 289 1 0 0 0 0 0 0
270 292 1 1 1 0 0 0 0
270 326 1 0 0 0 0 0 0
270 348 1 0 0 0 0 0 0
270 360 1 0 0 0 0 0 0
270 404 1 0 0 0 0 0 0
270 406 1 0 0 0 0 0 0
270 407 1 0 0 0 0 0 0
270 416 0 0 0 0 0 0 1
270 426 1 0 0 0 0 0 0
270 435 1 0 0 0 0 0 0
270 492 0 0 0 0 0 1 1
271 1 1 0 0 0 0 0 0
271 6 1 0 0 0 0 0 0
271 16 1 0 0 0 0 0 0
271 25 1 0 0 0 0 0 1
271 93 1 0 0 0 0 0 0
271 125 1 0 0 0 0 0 0
271 183 1 0 0 0 0 0 0
271 189 1 0 0 0 0 0 0
271 197 1 0 0 0 0 0 0
271 216 1 0 0 0 0 0 0
271 221 1 1 0 0 0 0 0
271 251 1 0 0 0 0 0 0
271 255 1 0 0 0 0 0 0
271 258 1 0 0 0 0 0 0
271 268 1 0 0 0 0 0 0
271 314 1 1 1 1 1 1 1
271 402 1 0 0 0 0 0 0
272 88 1 0 0 0 0 0 0
272 101 0 0 0 0 1 0 0
272 189 0 0 1 0 0 0 0
272 221 1 1 1 1 1 0 0
272 230 1 0 0 0 0 0 0
272 232 1 0 0 0 0 0 0
272 249 0 1 1 1 1 1 1
272 279 1 0 0 0 0 0 0
272 301 1 0 0 0 0 0 0
272 303 1 0 0 0 0 0 0
272 304 0 0 0 0 0 0 1
272 329 1 1 1 1 1 1 1
272 335 0 0 0 0 1 0 0
272 377 1 0 0 0 0 0 0
272 386 1 0 0 0 0 0 0
272 389 1 0 0 0 0 0 0
272 412 1 0 0 0 0 0 0
272 421 0 0 0 0 0 1 1
272 445 1 0 0 0 0 0 0
272 465 1 0 0 0 0 0 0
273 92 1 0 0 0 0 0 0
273 111 1 0 0 0 0 0 0
273 142 1 0 0 0 0 0 0
273 189 1 0 0 0 0 0 0
273 209 1 0 0 0 0 0 0
273 261 0 1 1 0 0 0 0
273 263 1 1 1 1 1 1 1
273 266 1 0 0 0 0 0 0
273 275 1 0 0 0 0 0 0
273 278 1 0 0 0 0 0 0
273 279 0 0 1 1 1 0 0
273 288 1 0 0 0 0 0 0
273 309 0 0 0 1 0 0 0
273 321 0 1 1 1 1 1 0
273 324 1 1 1 1 0 0 0
273 330 1 0 0 0 0 0 0
273 335 1 0 0 0 0 0 0
273 370 1 0 0 0 0 0 0
274 7 0 0 0 0 1 0 0
274 113 1 0 0 0 0 0 0
274 160 1 0 0 0 0 0 0
274 207 1 1 0 0 0 0 0
274 222 1 0 0 0 0 0 0
274 231 1 0 0 0 0 0 0
274 238 1 0 0 0 0 0 0
274 253 1 1 1 1 1 1 1
274 257 1 0 0 0 0 0 0
274 297 0 0 1 1 1 1 1
274 370 1 0 0 0 0 0 0
274 375 0 0 0 0 0 0 1
274 379 1 0 0 0 0 0 0
274 406 0 0 0 0 0 0 1
274 438 1 0 0 0 0 0 0
274 488 1 0 0 0 0 0 0
275 7 1 0 0 0 0 0 0
275 41 1 0 0 0 0 0 0
275 144 1 0 0 0 0 0 0
275 165 1 0 0 0 0 0 0
275 167 1 0 0 0 0 0 0
275 183 0 0 0 1 0 0 0
275 204 1 0 0 0 0 0 0
275 235 1 0 0 0 0 0 0
275 237 1 1 1 1 1 1 1
275 243 1 1 0 0 0 0 0
275 244 1 0 0 0 0 0 0
275 262 1 1 1 1 1 1 1
275 269 1 1 1 1 1 1 1
275 287 1 0 0 0 0 0 0
275 352 1 0 0 0 0 0 0
275 353 1 0 0 0 0 0 0
275 374 1 0 0 0 0 0 0
275 388 1 0 0 0 0 0 0
275 436 1 0 0 0 0 0 0
275 445 1 0 0 0 0 0 0
275 451 1 0 0 0 0 0 0
275 471 1 0 0 0 0 0 0
275 476 1 0 0 0 0 0 0
275 489 1 0 0 0 0 0 0
276 28 1 0 0 0 0 0 0
276 90 1 0 0 0 0 0 0
276 101 1 0 0 0 0 0 0
276 120 0 0 0 0 0 0 1
276 147 1 0 0 0 0 0 0
276 160 1 0 0 0 0 0 0
276 201 1 1 1 0 0 0 0
276 231 0 1 1 1 1 0 0
276 244 1 1 1 1 1 1 0
276 263 1 0 0 0 0 0 0
276 285 1 0 0 0 0 0 0
276 304 1 1 1 1 1 1 1
276 314 1 0 0 0 0 0 0
276 320 0 0 0 1 1 1 1
276 328 1 1 1 1 1 1 1
276 335 1 0 0 0 0 0 0
276 345 0 0 0 0 0 1 1
276 372 1 0 0 0 0 0 0
276 417 1 0 0 0 0 0 0
276 449 1 1 1 1 1 1 1
276 479 0 0 0 0 1 1 1
276 486 1 0 0 0 0 0 0
276 498 1 0 0 0 0 0 0
277 38 1 0 0 0 0 0 0
277 142 1 0 0 0 0 0 0
277 155 1 0 0 0 0 0 0
277 168 1 0 0 0 0 0 0
277 173 1 0 0 0 0 0 0
277 217 1 0 0 0 0 0 0
277 239 0 0 1 1 0 0 0
277 247 1 1 1 0 0 0 0
277 264 1 1 0 0 0 0 0
277 289 1 0 0 0 0 0 0
277 317 0 0 0 1 1 1 1
277 319 1 0 0 0 0 0 0
277 331 1 0 0 0 0 0 0
277 353 1 0 0 0 0 0 0
277 355 1 0 0 0 0 0 0
277 360 1 0 0 0 0 0 0
277 366 1 0 0 0 0 0 0
277 373 1 0 0 0 0 0 0
277 449 1 0 0 0 0 0 0
277 462 1 0 0 0 0 0 0
278 0 0 0 0 0 0 0 1
278 2 1 0 0 0 0 0 0
278 106 1 0 0 0 0 0 0
278 113 1 0 0 0 0 0 0
278 120 0 0 0 0 0 1 0
278 166 1 0 0 0 0 0 0
278 185 0 0 0 0 0 1 1
278 232 1 1 0 0 0 0 0
278 255 1 0 0 0 0 0 0
278 281 0 0 0 1 1 0 0
278 287 1 1 1 1 1 1 1
278 314 1 1 1 1 1 1 1
278 350 1 0 0 0 0 0 0
278 368 1 0 0 0 0 0 0
278 425 1 0 0 0 0 0 0
278 427 1 0 0 0 0 0 0
278 455 1 0 0 0 0 0 0
278 460 0 0 0 0 0 1 0
279 74 0 0 0 0 0 0 1
279 78 1 0 0 0 0 0 0
279 122 1 0 0 0 0 0 0
279 138 1 0 0 0 0 0 0
279 182 0 1 1 1 1 0 0
279 202 0 0 1 1 1 0 0
279 226 1 0 0 0 0 0 0
279 238 1 0 0 0 0 0 0
279 269 0 0 1 1 1 1 0
279 283 1 0 0 0 0 0 0
279 298 1 1 0 0 0 0 0
279 345 1 0 0 0 0 0 0
279 347 1 0 0 0 0 0 0
279 410 1 0 0 0 0 0 0
279 444 1 0 0 0 0 0 0
279 449 0 0 0 0 0 0 1
280 28 1 0 0 0 0 0 0
280 106 1 0 0 0 0 0 0
280 152 1 0 0 0 0 0 0
280 189 0 0 0 0 1 1 1
280 212 0 0 1 1 1 1 1
280 215 1 1 1 0 0 0 0
280 288 0 0 1 0 0 0 0
280 305 0 0 1 1 0 0 0
280 312 1 1 1 1 1 1 1
280 319 0 0 0 1 1 0 0
280 331 0 0 1 1 0 0 0
280 357 1 0 0 0 0 0 0
280 359 1 0 0 0 0 0 0
280 373 0 0 0 0 0 0 1
280 400 1 0 0 0 0 0 0
280 412 1 0 0 0 0 0 0
280 471 0 0 0 0 0 1 0
281 49 0 0 0 0 0 0 1
281 113 1 0 0 0 0 0 0
281 141 0 0 0 0 0 0 1
281 191 1 1 1 1 1 1 1
281 199 1 0 0 0 0 0 0
281 244 1 0 0 0 0 0 0
281 267 1 0 0 0 0 0 0
281 282 1 0 1 1 1 1 1
281 285 1 0 0 0 0 0 0
281 319 1 1 0 0 0 0 0
281 320 0 0 0 1 0 0 0
281 353 0 0 0 0 0 0 1
281 358 1 0 0 0 0 0 0
281 460 1 0 0 0 0 0 0
281 480 1 0 0 0 0 0 0
281 481 1 0 0 0 0 0 0
281 495 0 0 0 0 1 0 0
282 28 1 0 0 0 0 0 0
282 60 1 0 0 0 0 0 0
282 90 1 0 0 0 0 0 0
282 150 1 0 0 0 0 0 0
282 184 1 0 0 0 0 0 0
282 271 1 0 0 0 0 0 0
282 304 1 0 0 0 0 0 0
282 322 1 1 1 1 1 0 0
282 434 1 0 0 0 0 0 0
282 470 0 0 0 0 0 0 1
282 473 1 0 0 0 0 0 0
283 148 1 0 0 0 0 0 0
283 160 1 0 0 0 0 0 0
283 184 1 0 0 0 0 0 0
283 189 0 0 0 1 0 0 0
283 196 0 0 1 1 1 1 1
283 199 1 0 0 0 0 0 0
283 201 1 1 1 1 0 0 0
283 206 1 0 0 0 0 0 0
283 211 1 0 0 0 0 0 0
283 222 1 0 0 0 0 0 0
283 239 1 1 1 1 1 1 1
283 255 1 0 0 0 0 0 0
283 260 1 0 0 0 0 0 0
283 404 1 0 0 0 0 0 0
283 410 1 0 0 0 0 0 0
284 14 1 0 0 0 0 0 0
284 26 1 0 0 0 0 0 0
284 70 0 0 0 0 1 1 1
284 183 0 1 0 0 0 0 0
284 186 0 0 0 1 1 1 1
284 192 0 1 0 0 0 0 0
284 209 0 1 1 1 1 1 1
284 217 0 0 1 1 0 0 0
284 220 1 0 0 0 0 0 0
284 265 1 1 1 1 1 1 1
284 269 1 0 0 0 0 0 0
284 299 1 1 1 1 1 0 0
284 308 1 0 0 0 0 0 0
284 346 0 0 0 0 0 0 1
284 401 1 0 0 0 0 0 0
284 403 1 0 0 0 0 0 0
285 122 1 0 0 0 0 0 0
285 145 0 0 0 0 0 1 1
285 156 0 0 0 0 0 0 1
285 158 1 0 0 0 0 0 0
285 173 1 0 0 0 0 0 0
285 186 1 0 0 0 0 0 0
285 206 1 1 0 0 0 0 0
285 208 1 0 0 0 0 0 0
285 260 1 0 0 0 0 0 0
285 262 1 0 0 0 0 0 0
285 288 1 0 0 0 0 0 0
285 382 1 0 0 0 0 0 0
286 78 1 0 0 0 0 0 0
286 84 1 0 0 0 0 0 0
286 96 1 0 0 0 0 0 0
286 133 1 0 0 0 0 0 0
286 153 1 0 0 0 0 0 0
286 176 1 0 0 0 0 0 0
286 183 1 1 1 0 0 0 0
286 184 0 0 0 0 0 1 1
286 282 1 0 0 0 0 0 0
286 322 1 0 0 0 0 0 0
286 343 1 0 0 0 0 0 0
286 358 1 0 0 0 0 0 0
286 381 1 0 0 0 0 0 0
286 452 1 0 0 0 0 0 0
286 492 0 0 0 0 0 1 1
287 72 1 0 0 0 0 0 0
287 124 1 0 0 0 0 0 0
287 170 1 0 0 0 0 0 0
287 178 1 0 0 0 0 0 0
287 215 1 1 1 1 1 1 1
287 223 1 0 0 0 0 0 0
287 226 1 0 0 0 0 0 0
287 257 1 0 0 0 0 0 0
287 259 1 1 0 0 0 0 0
287 274 1 1 1 1 1 1 1
287 310 0 0 0 0 0 1 1
287 316 1 0 0 0 0 0 0
287 374 1 0 0 0 0 0 0
287 398 1 0 0 0 0 0 0
287 407 1 0 0 0 0 0 0
287 418 1 0 0 0 0 0 0
287 443 1 0 0 0 0 0 0
287 466 1 0 0 0 0 0 0
288 23 1 0 0 0 0 0 0
288 80 1 0 0 0 0 0 0
288 101 1 0 0 0 0 0 0
288 120 1 0 0 0 0 0 0
288 145 1 0 0 0 0 1 1
288 184 1 1 1 1 1 1 0
288 210 1 0 0 0 0 0 0
288 216 1 1 1 1 1 1 0
288 257 0 0 1 1 1 1 1
288 280 1 1 1 0 0 0 0
288 284 1 0 0 0 0 0 0
288 292 1 0 0 0 0 0 0
288 308 1 0 0 0 0 0 0
288 318 1 0 0 0 0 0 0
288 331 1 1 1 1 0 0 0
288 332 1 0 0 0 0 0 0
288 381 1 0 0 0 0 0 0
288 408 1 0 0 0 0 0 0
288 415 1 0 0 0 0 0 0
288 416 1 0 0 0 0 0 0
288 423 1 0 0 0 0 0 0
288 436 1 0 0 0 0 0 0
288 479 0 0 0 0 0 0 1
289 35 1 0 0 0 0 0 0
289 67 1 0 0 0 0 0 0
289 101 0 0 0 0 1 1 0
289 113 1 0 0 0 0 0 0
289 119 0 0 0 0 1 1 0
289 126 1 0 0 0 0 0 0
289 131 0 0 0 0 0 0 1
289 153 1 0 0 0 0 0 0
289 158 1 0 0 0 0 0 0
289 180 0 0 0 1 1 1 1
289 241 1 0 0 0 0 0 0
289 255 1 0 0 0 0 0 0
289 328 1 0 0 0 0 0 0
289 339 1 0 0 0 0 0 0
289 371 1 0 0 0 0 0 0
289 375 1 0 0 0 0 0 0
289 412 1 0 0 0 0 0 0
289 439 1 0 0 0 0 0 0
289 457 1 0 0 0 0 0 0
289 490 1 0 0 0 0 0 0
289 497 1 0 0 0 0 0 0
290 15 0 0 0 0 0 0 1
290 63 1 0 0 0 0 0 0
290 104 0 0 0 0 0 0 1
290 166 1 0 0 0 0 0 0
290 171 1 0 0 0 0 0 0
290 218 1 0 0 0 0 0 0
290 234 1 1 1 0 0 0 0
290 238 1 0 0 0 0 0 0
290 247 1 0 0 0 0 0 0
290 272 1 1 0 0 0 0 0
290 322 1 0 0 0 0 0 0
290 355 1 0 0 0 0 0 0
291 89 1 0 0 0 0 0 0
291 121 0 0 0 0 1 1 1
291 148 0 0 0 0 0 0 1
291 169 1 1 1 0 0 0 0
291 174 1 0 0 0 0 0 0
291 184 1 1 1 1 0 0 0
291 210 1 0 0 0 0 0 0
291 226 1 1 1 0 0 0 0
291 246 0 0 1 1 1 1 1
291 354 1 0 0 0 0 0 0
291 367 1 0 0 0 0 0 0
291 432 1 0 0 0 0 0 0
292 33 1 0 0 0 0 0 0
292 40 1 0 0 0 0 0 0
292 145 1 0 0 0 0 0 0
292 193 1 1 1 1 1 1 1
292 204 1 0 0 0 0 0 0
292 225 1 1 1 1 1 1 1
292 250 1 0 0 0 0 0 0
292 258 0 0 1 1 0 0 0
292 271 1 1 1 1 1 1 1
292 282 1 0 0 0 0 0 0
292 303 0 0 0 1 1 1 1
292 308 1 1 0 0 0 0 0
292 324 1 0 0 0 0 0 0
292 351 1 0 0 0 0 0 0
292 396 0 0 0 0 0 1 1
292 402 1 0 0 0 0 0 0
292 456 0 0 0 0 0 1 0
292 498 1 0 0 0 0 0 0
293 16 1 0 0 0 0 0 0
293 19 1 0 0 0 0 0 0
293 25 1 0 0 0 0 0 0
293 60 0 0 0 0 0 0 1
293 91 1 0 0 0 0 0 0
293 177 1 1 1 1 1 1 1
293 193 1 0 0 0 0 0 0
293 226 1 0 0 0 0 0 0
293 231 1 1 0 0 0 0 0
293 232 1 0 0 0 0 0 0
293 240 1 0 0 0 0 0 0
293 297 1 0 0 0 0 0 0
293 299 1 0 0 0 0 0 0
293 306 1 0 0 0 0 0 0
293 344 1 0 0 0 0 0 0
293 346 1 0 0 0 0 0 0
293 360 1 0 0 0 0 0 0
293 382 0 0 0 0 0 0 1
293 413 1 0 0 0 0 0 0
293 424 1 0 0 0 0 0 0
293 449 1 0 0 0 0 0 0
293 456 0 0 0 0 1 1 1
294 8 1 0 0 0 0 0 0
294 10 1 0 0 0 0 0 0
294 21 1 0 0 0 0 0 0
294 29 1 0 0 0 0 0 0
294 38 1 0 0 0 0 0 0
294 51 1 0 0 0 0 0 0
294 100 1 0 0 0 0 0 0
294 107 1 0 0 0 0 0 0
294 166 0 1 1 1 1 1 1
294 183 0 0 0 1 1 1 1
294 204 1 0 0 0 0 0 0
294 220 1 1 1 1 1 1 1
294 242 1 0 0 0 0 0 0
294 271 1 0 0 0 0 0 0
294 277 1 0 0 0 0 0 0
294 281 1 0 0 0 0 0 0
294 305 1 0 0 0 0 0 0
294 323 0 0 0 1 1 1 0
295 82 1 0 0 0 0 0 0
295 140 1 0 0 0 0 0 0
295 146 1 0 0 0 0 0 0
295 208 1 0 0 0 0 0 0
295 242 1 1 0 0 0 0 0
295 245 1 0 0 0 0 0 0
295 247 1 0 0 0 0 0 0
295 253 1 0 0 1 1 1 1
295 257 1 0 0 0 0 0 0
295 267 1 0 0 0 0 0 0
295 276 1 0 0 0 0 0 0
295 306 1 0 0 0 0 0 0
295 308 1 0 0 0 0 0 0
295 321 1 0 0 0 0 0 0
295 421 1 0 0 0 0 0 0
295 470 1 0 0 0 0 0 0
295 484 1 0 0 0 0 0 0
296 49 1 0 0 0 0 0 0
296 101 1 0 0 0 0 0 0
296 124 1 0 0 0 0 0 0
296 169 1 0 0 0 0 0 0
296 193 1 0 0 0 0 0 0
296 227 1 0 0 0 0 0 0
296 241 1 0 0 0 0 0 0
296 273 1 1 1 1 1 1 1
296 287 1 1 1 1 1 1 1
296 307 1 0 0 0 0 0 0
296 329 1 0 0 0 0 0 0
296 347 1 0 0 0 0 0 0
296 351 0 0 0 0 0 1 1
296 356 0 0 0 0 1 1 1
296 387 1 0 0 0 0 0 0
296 423 1 0 0 0 0 0 0
296 430 1 0 0 0 0 0 0
296 451 0 0 0 0 0 0 1
297 22 1 0 0 0 0 0 0
297 30 1 0 0 0 0 0 0
297 41 1 0 0 0 0 0 0
297 83 1 0 0 0 0 0 0
297 147 1 0 0 0 0 0 0
297 203 1 1 1 1 1 1 1
297 209 1 0 0 0 0 0 0
297 217 1 0 0 0 0 0 0
297 224 1 0 0 0 0 0 0
297 233 1 0 0 0 0 0 0
297 270 0 1 1 1 1 1 1
297 274 1 1 1 1 0 0 0
297 293 1 1 0 0 0 0 0
297 303 0 0 0 1 1 1 1
297 330 1 0 0 0 0 0 0
297 385 0 0 0 0 0 0 1
297 389 1 0 0 0 0 0 0
297 438 0 0 0 0 1 1 1
298 16 1 0 0 0 0 0 0
298 131 1 0 0 0 0 0 0
298 156 1 0 0 0 0 0 0
298 166 1 0 0 0 0 0 0
298 167 0 0 1 1 1 1 1
298 170 1 0 0 0 0 0 0
298 190 0 0 0 1 1 0 0
298 205 1 0 0 0 0 0 0
298 214 1 0 0 0 0 0 0
298 259 1 0 0 0 0 0 0
298 310 1 0 0 0 0 0 0
298 312 0 0 0 0 1 1 1
298 316 1 0 0 0 0 0 0
298 354 1 0 0 0 0 0 0
298 388 1 0 0 0 0 0 0
298 409 1 0 0 0 0 0 0
298 459 1 0 0 0 0 0 0
298 486 1 0 0 0 0 0 0
299 38 1 0 0 0 0 0 0
299 55 1 0 0 0 0 0 0
299 87 0 1 1 1 0 0 0
299 120 1 0 0 0 0 0 0
299 226 1 0 0 0 0 0 0
299 269 0 0 0 0 0 1 1
299 328 0 1 0 0 0 0 0
299 340 0 0 0 0 0 1 1
299 358 1 0 0 0 0 0 0
299 376 0 0 0 0 0 0 1
299 379 0 0 0 0 0 0 1
299 382 1 0 0 0 0 0 0
299 428 1 0 0 0 0 0 0
299 457 0 0 0 0 0 0 1
300 26 0 0 0 0 0 1 1
300 32 1 0 0 0 0 0 0
300 33 1 0 0 0 0 0 0
300 91 1 0 0 0 0 0 0
300 94 1 0 0 0 0 0 0
300 150 1 0 0 0 0 0 0
300 169 0 0 0 0 1 1 1
300 171 1 0 0 0 0 0 0
300 193 1 0 0 0 0 0 0
300 219 1 0 0 0 0 0 0
300 224 0 1 1 1 1 1 1
300 277 0 0 1 1 1 1 1
300 281 1 1 1 1 0 0 0
300 308 1 1 1 0 0 0 0
300 327 1 0 0 0 0 0 0
300 382 1 0 0 0 0 0 0
300 391 0 0 0 0 0 0 1
300 422 0 0 0 0 0 0 1
301 57 0 0 0 0 0 1 1
301 111 1 0 0 0 0 0 0
301 167 1 1 1 1 0 0 0
301 173 1 0 0 0 0 0 0
301 174 1 1 1 1 1 1 1
